Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
central,efutu municipal,klimovic memorial hospital,hospital,winneba,private,5.36621,-0.63719
central,efutu municipal,winneba government hospital,district hospital,winneba,government,5.34374,-0.6229
central,efutu municipal,bethel maternity home,maternity home,winneba,private,5.34224,-0.62985
central,efutu municipal,efutu district health directorate,district health directorate,winneba,government,5.33815,-0.62484
central,efutu municipal,winneba community health nurses training school,training institution,winneba,government,5.37109,-0.64254
central,efutu municipal,ansaful health centre,health centre,ansaful,government,5.37109,-0.64254
central,efutu municipal,winniba health centre,health centre,winneba,government,5.20189,-0.3727
central,efutu municipal,winniba municipal health directorate,dhd,winneba,government,5.20174,-0.37295
central,efutu municipal,university clinic,clinic,winneba,quasi-government,5.22095,-0.37478
central,efutu municipal,gyangyanadze chps,chps,gyangyanadze,government,5.23474,-0.34361
central,gomoa east,buduatta health centre,health centre,buduatta,government,5.49698,-0.57723
central,gomoa east,nadom maternity home,maternity home,nyanyano,private,5.46673,-0.41123
central,gomoa east,nyanyano clinic,clinic,nyanyano,government,5.47036,-0.41798
central,gomoa east,obuasi clinic,clinic,obuasi,government,5.50399,-0.7547
central,gomoa east,buduburam clinic,clinic,buduburam camp,chag,5.523917,-0.475167
central,gomoa east,ojobi community clinic,clinic,ojobi,government,5.48019,-0.53142
central,gomoa east,andrew browning clinic,clinic,fetteh,chag,5.43145,-0.47701
central,gomoa east,fetteh chps,chps,fetteh,government,5.42147,-0.46725
central,gomoa east,okyerko clinic,clinic,okyerko,government,5.41768,-0.6032
central,gomoa east,wansima memorial chps,chps,mankoadze,government,5.31811,-0.68595
central,gomoa east,potsin clinic,clinic,potsin,government,5.45544,-0.59253
central,gomoa east,st. gregory catholic clinic,clinic,budumburam camp,private,5.52401,-0.47508
central,gomoa east,abasa chps,chps,abasa,government,5.52401,-0.47508
central,gomoa east,dasum chps,chps,dasum,government,5.52401,-0.47508
central,gomoa east,ekwemkrom chps,chps,ekwemkrom,government,5.52401,-0.47508
central,gomoa west,godfry memorial clinic,maternity home,ankamu,private,5.33737,-0.76385
central,gomoa west,apam rch,rch,apam,government,5.28368,-0.73665
central,gomoa west,apam district health directorate,district health directorate,apam,government,5.31479,-0.74645
central,gomoa west,ngyiresi chps,chps,ngyiresi,government,5.35125,-0.84368
central,gomoa west,oguaa health centre,health centre,ogua,government,5.42001,-0.81471
central,gomoa west,noguchi clinic,clinic,noguchi,government,5.35998,-0.70778
central,gomoa west,apam catholic hospital,hospital,apam,chag,5.28142,-0.73909
central,gomoa west,mankoadze clinic,clinic,mankoadze,government,5.31811,-0.68595
central,gomoa west,dago health centre,health centre,dago,government,5.31811,-0.68595
central,gomoa west,osedze health centre,health centre,osedze,government,5.31811,-0.68595
central,gomoa west,assin cphs,chps,assin,government,5.31811,-0.68595
central,gomoa west,brofo chps,chps,brofo,government,5.31811,-0.68595
central,gomoa west,eshiem chps,chps,eshiem,government,5.31811,-0.68595
central,gomoa west,fomena chps,chps,fomena,government,5.31811,-0.68595
central,gomoa west,sampa chps,chps,sampa,government,5.31811,-0.68595
central,gomoa west,tarkwa chps,chps,tarkwa,government,5.31811,-0.68595
central,komenda-edina-eguafo-abirem municipal,abrem agona health centre,health centre,abrem agona,government,5.18951,-1.43017
central,komenda-edina-eguafo-abirem municipal,atonkwa chps,chps,atonkwa,government,5.11335,-1.32509
central,komenda-edina-eguafo-abirem municipal,ankaful psychiatric hospital,psychiatric hospital,ankaful,government,5.15531,-1.32331
central,komenda-edina-eguafo-abirem municipal,ankaful leprosy/general hospital,hospital,ankaful,government,5.1506,-1.31776
central,komenda-edina-eguafo-abirem municipal,paa wartemberg memorial maternity home,maternity home,chaple square,private,5.08477,-1.34962
central,komenda-edina-eguafo-abirem municipal,komenda-edina-eguafo-abirem district health directorate,district health directorate,elmina,government,5.09981,-1.34193
central,komenda-edina-eguafo-abirem municipal,ankaful nurses training college,training institution,ankaful,government,5.10162,-1.2709
central,komenda-edina-eguafo-abirem municipal,nyame te ase maternity home,maternity home,low cost,private,5.05144,-1.49758
central,komenda-edina-eguafo-abirem municipal,aburansa chps,chps,aburansa,government,5.0785,-1.54259
central,komenda-edina-eguafo-abirem municipal,elmina urban health centre,health centre,elmina,government,5.09873,-1.3483
central,komenda-edina-eguafo-abirem municipal,kissi health centre,health centre,kissi,government,5.08749,-1.50592
central,komenda-edina-eguafo-abirem municipal,ankaful rch,rch,ankaful,government,5.15115,-1.31842
central,komenda-edina-eguafo-abirem municipal,benyadze chps,chps,benyadze,government,5.1171,-1.44572
central,komenda-edina-eguafo-abirem municipal,antseamboa chps,chps,antseamboa,government,5.15486,-1.57947
central,komenda-edina-eguafo-abirem municipal,komenda health centre,health centre,komenda,government,5.05282,-1.49313
central,komenda-edina-eguafo-abirem municipal,abeyee chps,chps,abeyee,government,5.05282,-1.49313
central,komenda-edina-eguafo-abirem municipal,berase chps,chps,berase,government,5.05282,-1.49313
eastern,kwahu north,amankwah rch,rch,amankwah,government,7.05265,-0.08252
eastern,kwahu north,samanhyia chps,chps,samanhyia,government,6.99057,-0.16728
eastern,kwahu north,memchemfre chps,chps,donkorkrom,government,6.933,-0.02507
eastern,kwahu north,donkorkrom presby hospital,district hospital,donkorkrom,chag,7.04888,-0.07725
eastern,kwahu north,ekye health centre,health centre,ekye amanfram,government,6.75602,-0.50408
eastern,kwahu north,kwasi fante health centre,health centre,kwasi fante,chag,7.03088,-0.48919
eastern,kwahu north,maame krobo chps,chps,maame krobo,government,6.95264,-0.43709
eastern,kwahu north,tease health centre,health centre,tease,chag,6.93586,-0.25254
eastern,kwahu north,fofori community clinic,clinic,forifori,government,6.83016,-0.15398
eastern,akwapim north,abiriw clinic,clinic,abiriw,government,5.979867,-0.089267
eastern,akwapim north,kwamoso rch,rch,kwamoso,government,5.96086,-0.14825
eastern,akwapim north,the voice maternity clinic,clinic,konko,private,6.02668,-0.19738
eastern,akwapim north,adawso health centre,health centre,adawso,government,5.94825,-0.21067
eastern,akwapim north,nyarkoa memorial maternity home,maternity home,okorase,private,6.0887,-0.26166
eastern,akwapim north,semehyia maternity home,maternity home,adwaso,private,5.9492,-0.21217
eastern,akwapim north,tadankro chps,chps,tadankro,government,5.91265,-0.19193
eastern,akwapim north,adukrom health centre,health centre,adukrom,government,6.00807,-0.08046
eastern,akwapim north,akropong health centre,health centre,akropong,government,5.98148,-0.0779
eastern,akwapim north,aseseso rch,rch,aseseso,government,6.01045,-0.05167
eastern,akwapim north,obosomase rch,rch,obosonmase,government,5.87404,-0.15763
eastern,akwapim north,larteh health centre,health centre,larteh,government,5.93509,-0.07314
eastern,akwapim north,private maternity home,maternity home,mampong,private,5.90735,-0.14371
eastern,akwapim north,school of death mampong,clinic,mampong,quasi-government,5.90144,-0.14481
eastern,akwapim north,reprocare rch,rch,mampong,government,5.91915,-0.13412
eastern,akwapim north,tetteh quarshie memorial hospital,district hospital,mampong,government,5.92163,-0.13319
eastern,akwapim north,plant medicine (csrpm),research institution,mampong,government,5.91795,-0.1343
eastern,akwapim north,mangoase rch,rch,mangoase,government,5.95274,-0.2851
eastern,akwapim north,mangoase health centre,health centre,mangoase,government,5.9524,-0.28489
eastern,akwapim north,twum guaso chps,chps,twum guaso,government,6.04426,-0.16591
eastern,akwapim north,amanfro rch,rch,amanfro,government,6.10868,-0.10677
eastern,akwapim north,nanabanyin chps,chps,nanabanyin,government,6.06602,-0.19906
eastern,akwapim north,okrakwadwo health centre,health centre,okrakwadwo,government,6.10866,-0.10573
eastern,akwapim south,kitase rch,rch,kitase,government,5.81401,-0.18636
eastern,akwapim south,brekuso rch,rch,brekuso,government,5.78214,-0.2253
eastern,akwapim south,kom clinic,clinic,aburi,chag,5.88058,-0.17076
eastern,akwapim south,adoagire hospital,hospital,adoagire,chag,5.82287,-0.36002
eastern,akwapim south,newlife hospital,hospital,adoagire,private,5.81964,-0.35514
eastern,akwapim south,adoagire zongo rch,rch,adoagire zongo,government,5.81797,-0.2557
eastern,akwapim south,obothebire chps,chps,obothebire,government,5.85856,-0.2819
eastern,akwapim south,djankrom rch,rch,djankrom,government,5.81793,-0.3474
eastern,akwapim south,emelia maternity home,maternity home,ahodjo ketewa,private,5.80974,-0.34121
eastern,akwapim south,complex hospital,hospital,nsawam,private,5.80684,-0.34604
eastern,akwapim south,nsawam hospital,district hospital,nsawam,government,5.81045,-0.33749
eastern,akwapim south,nsawam rch,rch,nsawam,government,5.80655,-0.352
eastern,akwapim south,nsawam dobre blue sky clinic,clinic,nsawam,private,5.7851,-0.337083
eastern,akwapim south,banner hill clinic,clinic,nsawam,private,5.80195,-0.34632
eastern,akwapim south,pakro health centre,health centre,pakro,government,5.905683,-0.319083
eastern,akwapim south,notre dame clinic,clinic,adoagire,chag,5.818083,-0.359267
eastern,akwapim south,pokrom rch,rch,pokrom,government,5.82584,-0.22662
eastern,asuogyamang,kodikofe chps,chps,kodikofe,government,6.471933,0.07365
eastern,asuogyamang,adjena health centre,health centre,adjena,government,6.278274,0.07236
eastern,asuogyamang,gyakiti rch,rch,gyakiti,government,6.278274,0.07236
eastern,asuogyamang,naabs memorial clinic,clinic,akosombo,private,6.336983,0.169583
eastern,asuogyamang,vra hospital,hospital,akosombo,quasi-government,6.25618,0.07077
eastern,asuogyamang,akwamufie health centre,health centre,akwamufie,government,6.278133,0.08095
eastern,asuogyamang,frankadua rch,rch,frankadua,government,6.339817,0.172583
eastern,asuogyamang,apeguso rch,rch,apeguso,government,6.278267,0.08065
eastern,asuogyamang,asikuma midwife clinic,clinic,asikuma,private,6.490983,0.1569
eastern,asuogyamang,atimpoku rch,rch,atimpoku,government,6.23565,0.091467
eastern,asuogyamang,senchi fery rch,rch,senchi fery,government,6.210017,0.082183
eastern,asuogyamang,new senchi rch,rch,new senchi,government,6.2098,0.084483
eastern,asuogyamang,south senchi rch,rch,south senchi,government,6.19835,0.08407
eastern,asuogyamang,hedwigs maternity home,maternity home,apaaso new senchi,private,6.210117,0.081583
eastern,asuogyamang,boso health centre,health centre,boso,government,6.50077,0.13783
eastern,asuogyamang,salvation army clinic,clinic,anum,chag,6.4913,0.156833
eastern,atiwa,abomosu health centre,health centre,abomosu,government,6.30049,-0.73393
eastern,atiwa,asunafo adom wo wim clinic,clinic,asunafo,private,6.33553,-0.70416
eastern,atiwa,anyinam health centre,health centre,anyinam,government,6.27449,-0.54686
eastern,atiwa,aggies maternity home,maternity home,anyinam,private,6.38227,-0.55049
eastern,atiwa,st. thomas clinic,clinic,anyinam,private,6.38339,-0.55073
eastern,atiwa,enyiresi hospital,district hospital,enyiresi,government,6.43727,-0.58676
eastern,atiwa,sekyere st. monica clinic,clinic,sekyere,government,6.44415,-0.61629
eastern,atiwa,kadewaso rch,rch,kadewaso,government,6.43351,-0.82598
eastern,atiwa,akrofufu rch,rch,akrofufu,government,6.3516,-0.62017
eastern,atiwa,awenare rch,rch,awenare,government,6.27186,-0.62153
eastern,atiwa,kwabeng rch,rch,kwabeng/akropong,government,6.32167,-0.59297
eastern,atiwa,new jejeti rch,rch,new jejeti,government,6.47383,-0.65136
eastern,birim north,obiri yeboah memorial clinic,clinic,akoase,private,6.46878,-0.89202
eastern,birim north,pankese chps,chps,pankese,government,6.50822,-0.84364
eastern,birim north,tweapeasi rch,rch,tweapeasi,government,6.38001,-0.91235
eastern,birim north,akoasi rch,rch,akoasi,government,6.46572,-0.89217
eastern,birim north,dr. yeboah clinic,clinic,akoasi,private,6.52032,-0.94599
eastern,birim north,nyafoman rch,rch,nyafoman,government,6.5434,-0.776
eastern,birim north,amoana paroso community clinic,clinic,amoana paroso,government,6.51096,-0.9788
eastern,birim north,mukyia chps,chps,mukyia,government,6.06813,-1.05244
eastern,birim north,adwafo chps,chps,adwafo,government,6.19017,-1.05225
eastern,birim north,otwereso rch,rch,otwereso,government,6.0154,-1.14785
eastern,birim north,gyaha community clinic,clinic,gyaha,government,6.058217,-0.973683
eastern,birim north,anyinase health centre,health centre,anyinase,government,5.994167,-1.052133
eastern,birim north,adubease chps,chps,adubease,government,6.053033,-1.1652
eastern,birim north,ayirebi health centre,health centre,ayirebi,government,6.08511,-1.12085
eastern,birim north,adjobue chps,chps,adjobue,government,5.95915,-1.077867
eastern,birim north,akokooso rch,rch,akokooso,government,6.14982,-1.05762
eastern,birim north,ofoase st. john's clinic,clinic,ofoase,chag,6.17015,-1.1395
eastern,birim north,holy horniel maternity home,maternity home,brenase,private,6.16845,-1.14141
eastern,birim north,brenase health centre,health centre,brenase,government,6.18449,-1.14121
eastern,birim north,nkwateng chps,chps,nkwateng,government,6.26602,-1.07232
eastern,birim north,adausena chps,chps,adausena,government,6.34855,-1.0531
eastern,birim north,okaikrom community clinic,clinic,okaikrom,government,6.27356,-0.99296
eastern,birim north,afosu rch,rch,afosu,government,6.38689,-0.99946
eastern,birim north,ntronang st. michael's clinic,clinic,ntronang,chag,6.34166,-1.0784
eastern,birim north,new abirem hospital,district hospital,new abirem,government,6.33577,-0.99725
eastern,birim north,okoasi maternity home,maternity home,okoasi,private,6.46666,-0.88828
eastern,birim south,achiase health centre,health centre,achiase,government,5.844417,-1.000667
eastern,birim south,owusu memorial clinic,clinic,oda,private,5.9269,-0.98291
eastern,birim south,akotekrom chps,chps,akotekrom,government,5.86641,-1.15476
eastern,birim south,kyeremase rch,rch,kyeremase,government,5.76282,-0.764
eastern,birim south,st. theresa clinic,clinic,akroso,chag,5.76757,-0.77067
eastern,birim south,god lives clinic,clinic,akroso,private,5.768133,-0.767283
eastern,birim south,akroso health centre,health centre,akroso,government,5.7654,-0.76977
eastern,birim south,ehyiam rch,rch,ehyiam,government,5.83082,-1.09875
eastern,birim south,emmanuel maternity home,maternity home,asuoso,private,5.796,-0.79191
eastern,birim south,anamase rch,rch,anamase,government,5.8776,-0.9055
eastern,birim south,akenkenso community clinic,clinic,akenkenso,government,5.82455,-1.13002
eastern,birim south,aprade health centre,health centre,aprade,government,5.79261,-1.09415
